Age,AgeGroup,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Sex,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,25-54,Travel_Rarely,763,Business and Development Management,15,2,Business Management,1,Male,59,1,2,Sales & Growth Analyst,4,Divorced,5440,22098,6,1,14,3,4,7,2,2,2,2,2,2,1
24,15-24,Travel_Frequently,567,Engineering Services,2,1,Engineering,1,Female,32,3,1,Engineering Technician,4,Single,3760,17218,1,1,13,3,3,6,2,3,6,3,1,3,0
27,25-54,Travel_Rarely,486,Engineering Services,8,3,Engineering,2,Female,86,4,1,Engineering Technician,3,Married,3517,22490,7,0,17,3,1,5,0,3,3,2,0,2,0
27,25-54,Travel_Frequently,591,Engineering Services,2,3,Engineering,4,Male,87,3,1,Engineering Technician,4,Single,2580,6297,2,0,13,3,3,6,0,2,4,2,1,2,0
40,25-54,Travel_Rarely,1329,Engineering Services,7,3,Engineering,1,Male,73,3,1,Facilities Engineer,1,Single,2166,3339,3,1,14,3,2,10,3,1,4,2,0,3,1
29,25-54,Travel_Rarely,469,Business and Development Management,10,3,Business Management,3,Male,42,2,2,Sales & Growth Analyst,3,Single,5869,23413,9,0,11,3,3,8,2,3,5,2,1,4,0
36,25-54,Travel_Rarely,711,Engineering Services,5,4,Engineering,2,Female,42,3,3,Electrical Engineer,1,Married,8008,22792,4,0,12,3,3,9,6,3,3,2,0,2,0
25,25-54,Travel_Frequently,772,Engineering Services,2,1,Engineering,4,Male,77,4,2,Mechanical Engineer,3,Divorced,5206,4973,1,0,17,3,3,7,6,3,7,7,0,7,0
39,25-54,Travel_Rarely,492,Engineering Services,12,3,Engineering,4,Male,66,3,2,Electrical Engineer,2,Married,5295,7693,4,0,21,4,3,7,3,3,5,4,1,0,0
49,25-54,Travel_Rarely,301,Engineering Services,22,4,Engineering,1,Female,72,3,4,Maintenance Engineer,2,Married,16413,3498,3,0,16,3,2,27,2,3,4,2,1,2,0
50,25-54,Travel_Rarely,813,Engineering Services,17,5,Engineering,4,Female,50,2,3,Mechanical Engineer,1,Divorced,13269,21981,5,0,15,3,3,19,3,3,14,11,1,11,0
23,15-24,Travel_Rarely,1141,Business and Development Management,2,3,Business Management,3,Female,31,3,1,Sales & Growth Analyst,3,Single,2783,13251,1,0,19,3,1,2,3,3,2,2,2,2,0
34,25-54,Travel_Rarely,1130,Engineering Services,3,3,Engineering,4,Female,66,3,2,Facilities Engineer,2,Divorced,5433,19332,1,0,12,3,3,11,2,3,11,8,7,9,0
36,25-54,Travel_Rarely,311,Engineering Services,7,3,Engineering,1,Male,77,3,1,Engineering Technician,2,Single,2013,10950,2,0,11,3,3,15,4,3,4,3,1,3,0
49,25-54,Travel_Rarely,465,Engineering Services,6,1,Engineering,3,Female,41,2,4,Maintenance Engineer,3,Married,13966,11652,2,1,19,3,2,30,3,3,15,11,2,12,0
36,25-54,Non-Travel,894,Engineering Services,1,4,Engineering,4,Female,33,2,2,Facilities Engineer,3,Married,4374,15411,0,0,15,3,3,4,6,3,3,2,1,2,0
36,25-54,Travel_Rarely,1040,Engineering Services,3,2,Engineering,4,Male,79,4,2,Mechanical Engineer,1,Divorced,6842,26308,6,0,20,4,1,13,3,3,5,4,0,4,0
54,25-54,Travel_Rarely,584,Engineering Services,22,5,Engineering,2,Female,91,3,4,Engineering Manager,3,Married,17426,18685,3,0,25,4,3,36,6,3,10,8,4,7,0
43,25-54,Travel_Rarely,1291,Engineering Services,15,2,Engineering,3,Male,65,2,4,Engineering Manager,3,Married,17603,3525,1,0,24,4,1,14,3,3,14,10,6,11,0
35,25-54,Travel_Frequently,880,Business and Development Management,12,4,Economics,4,Male,36,3,2,Partnership/Client Relations Officer,4,Single,4581,10414,3,1,24,4,1,13,2,4,11,9,6,7,1
38,25-54,Travel_Frequently,1189,Engineering Services,1,3,Engineering,4,Male,90,3,2,Facilities Engineer,4,Married,4735,9867,7,0,15,3,4,19,4,4,13,11,2,9,0
29,25-54,Travel_Rarely,991,Business and Development Management,5,3,Economics,1,Male,43,2,2,Partnership/Client Relations Officer,2,Divorced,4187,3356,1,1,13,3,2,10,3,2,10,0,0,9,0
33,25-54,Travel_Rarely,392,Business and Development Management,2,4,Entrepreneurship,4,Male,93,3,2,Partnership/Client Relations Officer,4,Divorced,5505,3921,1,0,14,3,3,6,5,3,6,2,0,4,0
32,25-54,Travel_Rarely,977,Engineering Services,2,3,Engineering,4,Male,45,3,2,Facilities Engineer,2,Divorced,5470,25518,0,0,13,3,3,10,4,2,9,5,1,6,0
31,25-54,Travel_Rarely,1112,Business and Development Management,5,4,Entrepreneurship,1,Female,67,3,2,Sales & Growth Analyst,4,Married,5476,22589,1,0,11,3,1,10,2,3,10,0,0,2,0
49,25-54,Travel_Rarely,464,Engineering Services,16,3,Engineering,4,Female,74,3,1,Facilities Engineer,1,Divorced,2587,24941,4,1,16,3,2,17,2,2,2,2,2,2,0
38,25-54,Travel_Frequently,148,Engineering Services,2,3,Engineering,4,Female,42,2,1,Facilities Engineer,2,Single,2440,23826,1,0,22,4,2,4,3,3,4,3,3,3,0
47,25-54,Travel_Rarely,1225,Business and Development Management,2,4,Entrepreneurship,2,Female,47,4,4,Project Manager,2,Divorced,15972,21086,6,0,14,3,3,29,2,3,3,2,1,2,0
49,25-54,Travel_Rarely,809,Engineering Services,1,3,Engineering,3,Male,36,3,4,Engineering Manager,3,Single,15379,22384,4,0,14,3,1,23,2,3,8,7,0,0,0
41,25-54,Travel_Rarely,1206,Business and Development Management,23,2,Marketing,4,Male,80,3,3,Strategic Planning Officer,3,Single,7082,11591,3,1,16,3,4,21,2,3,2,0,0,2,0
23,15-24,Travel_Rarely,727,Business and Development Management,9,1,Marketing,4,Male,54,3,1,Sales & Growth Analyst,1,Single,2728,21082,1,0,11,3,1,2,3,3,2,2,0,2,0
33,25-54,Non-Travel,530,Business and Development Management,16,3,Entrepreneurship,3,Female,36,3,2,Partnership/Client Relations Officer,4,Divorced,5368,16130,1,1,25,4,3,7,2,3,6,5,1,2,0
36,25-54,Travel_Rarely,1351,Engineering Services,26,4,Engineering,1,Male,80,3,2,Facilities Engineer,3,Married,5347,7419,6,0,14,3,2,10,2,2,3,2,0,2,0
44,25-54,Travel_Rarely,528,Human Resources Management,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,1,18,3,1,8,2,3,2,2,2,2,0
23,15-24,Travel_Rarely,1320,Engineering Services,8,1,Engineering,4,Male,93,2,1,Facilities Engineer,3,Single,3989,20586,1,1,11,3,1,5,2,3,5,4,1,2,1
38,25-54,Travel_Rarely,1495,Engineering Services,4,2,Engineering,4,Female,87,3,1,Facilities Engineer,3,Married,3306,26176,7,0,19,3,4,7,5,2,0,0,0,0,0
53,25-54,Travel_Rarely,1395,Engineering Services,24,4,Engineering,2,Male,48,4,3,Mechanical Engineer,4,Married,7005,3458,3,0,15,3,3,11,2,3,4,3,1,2,0
48,25-54,Travel_Frequently,708,Business and Development Management,7,2,Entrepreneurship,4,Female,95,3,1,Sales & Growth Analyst,3,Married,2655,11740,2,1,11,3,3,19,3,3,9,7,7,7,1
32,25-54,Travel_Rarely,1259,Engineering Services,2,4,Engineering,4,Male,95,3,1,Maintenance Engineer,2,Single,1393,24852,1,0,12,3,1,1,2,3,1,0,0,0,1
26,25-54,Non-Travel,786,Engineering Services,7,3,Engineering,4,Male,76,3,1,Mechanical Engineer,4,Single,2570,11925,1,0,20,4,3,7,5,3,7,7,5,7,0
55,55-64,Travel_Rarely,1441,Engineering Services,22,3,Engineering,1,Male,94,2,1,Mechanical Engineer,2,Divorced,3537,23737,5,0,12,3,4,8,1,3,4,2,1,2,0
34,25-54,Travel_Rarely,1157,Engineering Services,5,2,Engineering,2,Male,57,2,2,Electrical Engineer,4,Married,3986,11912,1,0,14,3,3,15,3,4,15,10,4,13,0
60,55-64,Travel_Rarely,370,Engineering Services,1,4,Engineering,3,Male,92,1,3,Electrical Engineer,4,Divorced,10883,20467,3,0,20,4,3,19,2,4,1,0,0,0,0
33,25-54,Travel_Rarely,267,Engineering Services,21,3,Engineering,2,Male,79,4,1,Engineering Technician,2,Married,2028,13637,1,0,18,3,4,14,6,3,14,11,2,13,0
37,25-54,Travel_Frequently,1278,Business and Development Management,1,4,Entrepreneurship,3,Male,31,1,2,Sales & Growth Analyst,4,Divorced,9525,7677,1,0,14,3,3,6,2,2,6,3,1,3,0
34,25-54,Travel_Rarely,678,Engineering Services,19,3,Engineering,2,Female,35,2,1,Engineering Technician,4,Married,2929,20338,1,0,12,3,2,10,3,3,10,9,8,7,0
23,15-24,Travel_Rarely,427,Business and Development Management,7,3,Marketing,3,Male,99,3,1,Sales & Growth Analyst,4,Divorced,2275,25103,1,1,21,4,2,3,2,3,3,2,0,2,1
44,25-54,Travel_Rarely,921,Engineering Services,2,3,Engineering,3,Female,96,4,3,Mechanical Engineer,4,Married,7879,14810,1,1,19,3,2,9,2,3,8,7,6,7,0
35,25-54,Travel_Frequently,146,Engineering Services,2,4,Engineering,1,Male,79,2,1,Engineering Technician,4,Single,4930,13970,0,1,14,3,3,6,2,4,5,4,1,4,0
43,25-54,Travel_Rarely,1179,Business and Development Management,2,3,Marketing,4,Male,73,3,2,Sales & Growth Analyst,4,Married,7847,6069,1,1,17,3,1,10,3,3,10,9,8,8,0
24,15-24,Travel_Rarely,581,Engineering Services,9,3,Engineering,3,Male,62,4,1,Engineering Technician,3,Married,4401,17616,1,0,16,3,4,5,1,3,5,3,0,4,0
41,25-54,Travel_Rarely,918,Business and Development Management,6,3,Marketing,4,Male,35,3,3,Strategic Planning Officer,3,Single,9241,15869,1,0,12,3,2,10,3,3,10,8,8,7,0
29,25-54,Travel_Rarely,1082,Engineering Services,9,4,Engineering,4,Female,43,3,1,Engineering Technician,3,Married,2974,25412,9,0,17,3,3,9,2,3,5,3,1,2,0
36,25-54,Travel_Rarely,530,Business and Development Management,2,4,Entrepreneurship,3,Female,51,3,2,Partnership/Client Relations Officer,4,Single,4502,7439,3,0,15,3,3,17,2,2,13,7,6,7,0
45,25-54,Non-Travel,1238,Engineering Services,1,1,Engineering,3,Male,74,2,3,Mechanical Engineer,3,Married,10748,3395,3,0,23,4,4,25,3,2,23,15,14,4,0
24,15-24,Travel_Rarely,240,Human Resources Management,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,0,11,3,3,1,2,3,1,0,0,0,1
47,25-54,Travel_Frequently,1093,Business and Development Management,9,3,Business Management,3,Male,82,1,4,Project Manager,3,Married,12936,24164,7,0,11,3,3,25,3,1,23,5,14,10,1
26,25-54,Travel_Rarely,390,Engineering Services,17,4,Engineering,4,Male,62,1,1,Engineering Technician,3,Married,2305,6217,1,0,15,3,3,3,3,4,3,2,0,2,0
45,25-54,Travel_Rarely,1005,Engineering Services,28,2,Engineering,4,Female,48,2,4,Engineering Technician,2,Single,16704,17119,1,0,11,3,3,21,2,3,21,6,8,6,0
32,25-54,Travel_Frequently,585,Engineering Services,10,3,Engineering,1,Male,56,3,1,Electrical Engineer,3,Married,3433,17360,6,0,13,3,1,10,3,2,5,2,1,3,0
31,25-54,Travel_Rarely,741,Engineering Services,2,4,Engineering,2,Male,69,3,1,Electrical Engineer,3,Married,3477,18103,1,0,14,3,4,6,2,4,5,2,0,3,0
41,25-54,Non-Travel,552,Human Resources Management,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,0,19,3,2,10,4,3,3,2,1,2,0
40,25-54,Travel_Rarely,369,Engineering Services,8,2,Engineering,2,Female,92,3,2,Mechanical Engineer,1,Married,6516,5041,2,1,16,3,2,18,3,3,1,0,0,0,0
24,15-24,Travel_Rarely,506,Engineering Services,29,1,Engineering,2,Male,91,3,1,Mechanical Engineer,1,Divorced,3907,3622,1,0,13,3,2,6,2,4,6,2,1,2,0
46,25-54,Travel_Rarely,717,Engineering Services,13,4,Engineering,3,Male,34,3,2,Facilities Engineer,2,Single,5562,9697,6,0,14,3,4,19,3,3,10,7,0,9,0
35,25-54,Travel_Rarely,1370,Engineering Services,27,4,Engineering,4,Male,49,3,2,Facilities Engineer,3,Married,6883,5151,2,0,16,3,2,17,3,3,7,7,0,7,0
30,25-54,Travel_Rarely,793,Engineering Services,16,1,Engineering,2,Male,33,3,1,Engineering Technician,4,Married,2862,3811,1,0,12,3,2,10,2,2,10,0,0,8,0
47,25-54,Non-Travel,543,Business and Development Management,2,4,Business Management,3,Male,87,3,2,Sales & Growth Analyst,2,Married,4978,3536,7,0,11,3,4,4,3,1,1,0,0,0,0
46,25-54,Travel_Rarely,1277,Business and Development Management,2,3,Business Management,3,Male,74,3,3,Partnership/Client Relations Officer,4,Divorced,10368,5596,4,1,12,3,2,13,5,2,10,6,0,3,0
36,25-54,Travel_Rarely,1456,Business and Development Management,13,5,Economics,2,Male,96,2,2,Partnership/Client Relations Officer,1,Divorced,6134,8658,5,1,13,3,2,16,3,3,2,2,2,2,1
32,25-54,Travel_Rarely,964,Business and Development Management,1,2,Economics,1,Male,34,1,2,Partnership/Client Relations Officer,2,Single,6735,12147,6,0,15,3,2,10,2,3,0,0,0,0,1
23,15-24,Travel_Rarely,160,Engineering Services,4,1,Engineering,3,Female,51,3,1,Engineering Technician,2,Single,3295,12862,1,0,13,3,3,3,3,1,3,2,1,2,0
31,25-54,Travel_Frequently,163,Engineering Services,24,1,Engineering,4,Female,30,3,2,Electrical Engineer,4,Single,5238,6670,2,0,20,4,4,9,3,2,5,4,1,4,0
39,25-54,Non-Travel,792,Engineering Services,1,3,Engineering,4,Male,77,3,2,Mechanical Engineer,4,Married,6472,8989,1,1,15,3,4,9,2,3,9,8,5,8,0
32,25-54,Travel_Rarely,371,Business and Development Management,19,3,Entrepreneurship,4,Male,80,1,3,Partnership/Client Relations Officer,3,Married,9610,3840,3,0,13,3,3,10,2,1,4,3,0,2,0
40,25-54,Travel_Rarely,611,Business and Development Management,7,4,Entrepreneurship,2,Male,88,3,5,Business Development Manager,2,Single,19833,4349,1,0,14,3,2,21,3,2,21,8,12,8,0
45,25-54,Travel_Rarely,176,Human Resources Management,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,0,21,4,3,9,2,4,5,0,0,3,0
30,25-54,Travel_Frequently,1312,Engineering Services,2,4,Engineering,4,Female,78,2,1,Mechanical Engineer,1,Single,4968,26427,0,0,16,3,4,10,2,3,9,7,0,7,0
24,15-24,Travel_Frequently,897,Human Resources Management,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,0,14,3,4,3,2,3,2,2,2,1,0
30,25-54,Travel_Frequently,600,Human Resources Management,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,0,11,3,3,6,0,2,4,2,1,2,1
31,25-54,Travel_Rarely,1003,Business and Development Management,5,3,Business Management,1,Male,51,3,2,Partnership/Client Relations Officer,3,Married,8346,20943,1,0,19,3,3,6,3,3,5,2,0,2,0
27,25-54,Travel_Rarely,1054,Engineering Services,8,3,Engineering,3,Female,67,3,1,Maintenance Engineer,4,Single,3445,6152,1,0,11,3,3,6,5,2,6,2,1,4,0
29,25-54,Travel_Rarely,428,Business and Development Management,9,3,Business Management,2,Female,52,1,1,Sales & Growth Analyst,2,Single,2760,14630,1,0,13,3,3,2,3,3,2,2,2,2,1
29,25-54,Travel_Frequently,461,Engineering Services,1,3,Engineering,4,Male,70,4,2,Maintenance Engineer,3,Single,6294,23060,8,1,12,3,4,10,5,4,3,2,0,2,0
30,25-54,Travel_Rarely,979,Business and Development Management,15,2,Marketing,3,Male,94,2,3,Market Research Analyst,1,Divorced,7140,3088,2,0,11,3,1,12,2,3,7,7,1,7,0
34,25-54,Travel_Rarely,181,Engineering Services,2,4,Engineering,4,Male,97,4,1,Maintenance Engineer,4,Married,2932,5586,0,1,14,3,1,6,3,3,5,0,1,2,0
33,25-54,Non-Travel,1283,Business and Development Management,2,3,Marketing,4,Female,62,3,2,Partnership/Client Relations Officer,2,Single,5147,10697,8,0,15,3,4,13,2,2,11,7,1,7,0
49,25-54,Travel_Rarely,1313,Business and Development Management,11,4,Marketing,4,Female,80,3,2,Partnership/Client Relations Officer,4,Single,4507,8191,3,0,12,3,3,8,1,4,5,1,0,4,0
33,25-54,Travel_Rarely,211,Business and Development Management,16,3,Economics,1,Female,74,3,3,Strategic Planning Officer,1,Single,8564,10092,2,1,20,4,3,11,2,2,0,0,0,0,1
38,25-54,Travel_Frequently,594,Engineering Services,2,2,Engineering,3,Female,75,2,1,Maintenance Engineer,2,Married,2468,15963,4,0,14,3,2,9,4,2,6,1,0,5,0
31,25-54,Travel_Rarely,1079,Business and Development Management,16,4,Economics,1,Male,70,3,3,Strategic Planning Officer,3,Married,8161,19002,2,0,13,3,1,10,2,3,1,0,0,0,1
29,25-54,Travel_Rarely,590,Engineering Services,4,3,Engineering,4,Female,91,2,1,Maintenance Engineer,1,Divorced,2109,10007,1,0,13,3,3,1,2,3,1,0,0,0,0
30,25-54,Travel_Rarely,305,Engineering Services,16,3,Engineering,3,Male,58,4,2,Electrical Engineer,4,Married,2109,10007,1,0,13,3,3,1,2,3,1,0,0,0,0
32,25-54,Non-Travel,953,Engineering Services,5,4,Engineering,2,Male,65,3,1,Electrical Engineer,2,Single,2718,17674,2,0,14,3,2,12,3,3,7,7,0,7,0
38,25-54,Travel_Rarely,833,Engineering Services,18,3,Engineering,2,Male,60,1,2,Maintenance Engineer,4,Married,5811,24539,3,1,16,3,3,15,2,3,1,0,1,0,0
43,25-54,Travel_Frequently,807,Engineering Services,17,3,Engineering,3,Male,38,2,1,Facilities Engineer,3,Married,2437,15587,9,1,16,3,4,6,4,3,1,0,0,0,1
42,25-54,Travel_Rarely,855,Engineering Services,12,3,Engineering,2,Male,57,3,1,Mechanical Engineer,2,Divorced,2766,8952,8,0,22,4,2,7,6,2,5,3,0,4,0
55,55-64,Travel_Rarely,478,Engineering Services,2,3,Engineering,3,Male,60,2,5,Engineering Manager,1,Married,19038,19805,8,0,12,3,2,34,2,3,1,0,0,0,0
33,25-54,Non-Travel,775,Engineering Services,4,3,Engineering,4,Male,90,3,2,Maintenance Engineer,2,Divorced,3055,6194,5,0,15,3,4,11,2,2,9,8,1,7,0
41,25-54,Travel_Rarely,548,Engineering Services,9,4,Engineering,3,Male,94,3,1,Maintenance Engineer,1,Divorced,2289,20520,1,0,20,4,2,5,2,3,5,3,0,4,0
34,25-54,Non-Travel,1375,Business and Development Management,10,3,Entrepreneurship,4,Male,87,3,2,Sales & Growth Analyst,3,Divorced,4001,12313,1,1,14,3,3,15,3,3,15,14,0,7,0
53,25-54,Non-Travel,661,Engineering Services,1,4,Engineering,1,Female,60,2,4,Electrical Engineer,3,Married,12965,22308,4,1,20,4,4,27,2,2,3,2,0,2,0
43,25-54,Travel_Rarely,244,Human Resources Management,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,0,13,3,2,10,5,3,9,7,1,8,0
34,25-54,Travel_Rarely,511,Business and Development Management,3,2,Entrepreneurship,4,Female,32,1,2,Partnership/Client Relations Officer,4,Single,6029,25353,5,0,12,3,1,6,3,3,2,2,2,2,0
21,15-24,Travel_Rarely,337,Business and Development Management,7,1,Marketing,2,Male,31,3,1,Sales & Growth Analyst,2,Single,2679,4567,1,0,13,3,2,1,3,3,1,0,1,0,1
38,25-54,Travel_Rarely,1153,Engineering Services,6,2,Engineering,4,Female,40,2,1,Mechanical Engineer,3,Married,3702,16376,1,0,11,3,2,5,3,3,5,4,0,4,0
22,15-24,Travel_Rarely,1294,Engineering Services,8,1,Engineering,3,Female,79,3,1,Mechanical Engineer,1,Married,2398,15999,1,1,17,3,3,1,6,3,1,0,0,0,1
31,25-54,Travel_Rarely,196,Business and Development Management,29,4,Marketing,1,Female,91,2,2,Strategic Planning Officer,4,Married,5468,13402,1,0,14,3,1,13,3,3,12,7,5,7,0
51,25-54,Travel_Rarely,942,Engineering Services,3,3,Engineering,1,Female,53,3,3,Engineering Manager,3,Married,13116,22984,2,0,11,3,4,15,2,3,2,2,2,2,0
37,25-54,Travel_Rarely,589,Business and Development Management,9,2,Marketing,2,Male,46,2,2,Strategic Planning Officer,2,Married,4189,8800,1,0,14,3,1,5,2,3,5,2,0,3,0
46,25-54,Travel_Rarely,734,Engineering Services,2,4,Engineering,3,Male,46,3,5,Engineering Technician,4,Divorced,19328,14218,7,1,17,3,3,24,3,3,2,1,2,2,0
36,25-54,Travel_Rarely,1383,Engineering Services,10,3,Engineering,4,Male,90,3,3,Maintenance Engineer,1,Married,8321,25949,7,1,13,3,4,15,1,3,12,8,5,7,0
44,25-54,Travel_Frequently,429,Engineering Services,1,2,Engineering,3,Male,99,3,1,Maintenance Engineer,2,Divorced,2342,11092,1,1,12,3,3,6,2,2,5,3,2,3,1
37,25-54,Travel_Rarely,1239,Human Resources Management,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,0,13,3,3,19,4,2,10,0,4,7,0
35,25-54,Travel_Rarely,303,Business and Development Management,27,3,Entrepreneurship,3,Male,84,3,2,Strategic Planning Officer,4,Single,5813,13492,1,1,18,3,4,10,2,3,10,7,7,7,1
33,25-54,Travel_Rarely,867,Engineering Services,8,4,Engineering,4,Male,90,4,1,Maintenance Engineer,1,Married,3143,6076,6,0,19,3,2,14,1,3,10,8,7,6,0
28,25-54,Travel_Rarely,1181,Engineering Services,1,3,Engineering,3,Male,82,3,1,Maintenance Engineer,4,Married,2044,5531,1,0,11,3,3,5,6,4,5,3,0,3,0
39,25-54,Travel_Rarely,1253,Engineering Services,10,1,Engineering,3,Male,65,3,3,Maintenance Engineer,3,Single,13464,7914,7,0,21,4,3,9,3,3,4,3,2,2,0
46,25-54,Non-Travel,849,Business and Development Management,26,2,Economics,2,Male,98,2,2,Strategic Planning Officer,2,Single,7991,25166,8,0,15,3,3,6,3,3,2,2,2,2,0
40,25-54,Travel_Rarely,616,Engineering Services,2,2,Engineering,3,Female,99,3,1,Maintenance Engineer,1,Married,3377,25605,4,0,17,3,4,7,5,2,4,3,0,2,0
42,25-54,Travel_Rarely,1128,Engineering Services,13,3,Engineering,2,Male,95,4,2,Facilities Engineer,1,Married,5538,5696,5,0,18,3,3,10,2,2,0,0,0,0,0
35,25-54,Non-Travel,1180,Engineering Services,2,2,Engineering,2,Male,90,3,2,Facilities Engineer,4,Divorced,5762,24442,2,0,14,3,3,15,6,3,7,7,1,7,0
38,25-54,Non-Travel,1336,Human Resources Management,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,0,13,3,4,13,3,3,11,10,3,8,0
34,25-54,Travel_Frequently,234,Engineering Services,9,4,Engineering,4,Male,93,3,2,Facilities Engineer,1,Married,5346,6208,4,0,17,3,3,11,3,2,7,1,0,7,1
37,25-54,Travel_Rarely,370,Engineering Services,10,4,Engineering,4,Male,58,3,2,Facilities Engineer,1,Single,4213,4992,1,0,15,3,2,10,4,1,10,3,0,8,1
39,25-54,Travel_Frequently,766,Business and Development Management,20,3,Economics,3,Male,83,3,2,Strategic Planning Officer,4,Divorced,4127,19188,2,0,18,3,4,7,6,3,2,1,2,2,0
43,25-54,Non-Travel,343,Engineering Services,9,3,Engineering,1,Male,52,3,1,Engineering Technician,3,Single,2438,24978,4,0,13,3,3,7,2,2,3,2,1,2,0
41,25-54,Travel_Rarely,447,Engineering Services,5,3,Engineering,2,Male,85,4,2,Engineering Technician,2,Single,6870,15530,3,0,12,3,1,11,3,1,3,2,1,2,0
41,25-54,Travel_Rarely,796,Business and Development Management,4,1,Business Management,3,Female,81,3,3,Strategic Planning Officer,3,Divorced,10447,26458,0,1,13,3,4,23,3,4,22,14,13,5,0
30,25-54,Travel_Rarely,1092,Engineering Services,10,3,Engineering,1,Female,64,3,3,Facilities Engineer,3,Single,9667,2739,9,0,14,3,2,9,3,3,7,7,0,2,0
26,25-54,Travel_Rarely,920,Human Resources Management,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,1,11,3,3,6,3,3,5,1,1,4,1
46,25-54,Travel_Rarely,261,Engineering Services,21,2,Engineering,4,Female,66,3,2,Maintenance Engineer,2,Married,8926,10842,4,0,22,4,4,13,2,4,9,7,3,7,1
40,25-54,Travel_Rarely,1194,Engineering Services,1,3,Engineering,3,Female,52,3,2,Maintenance Engineer,4,Divorced,6513,9060,4,0,17,3,4,12,3,3,5,3,0,3,0
34,25-54,Travel_Rarely,810,Business and Development Management,8,2,Business Management,2,Male,92,4,2,Strategic Planning Officer,3,Married,6799,22128,1,0,21,4,3,10,5,3,10,8,4,8,0
58,55-64,Non-Travel,350,Business and Development Management,2,3,Marketing,2,Male,52,3,4,Project Manager,2,Divorced,16291,22577,4,0,22,4,4,37,0,2,16,9,14,14,0
35,25-54,Travel_Rarely,185,Engineering Services,23,4,Engineering,2,Male,91,1,1,Maintenance Engineer,3,Married,2705,9696,0,0,16,3,2,6,2,4,5,4,0,3,0
47,25-54,Travel_Rarely,1001,Engineering Services,4,3,Engineering,3,Female,92,2,3,Maintenance Engineer,2,Divorced,10333,19271,8,1,12,3,3,28,4,3,22,11,14,10,0
40,25-54,Travel_Rarely,750,Engineering Services,12,3,Engineering,2,Female,47,3,2,Maintenance Engineer,1,Divorced,4448,10748,2,0,12,3,2,15,3,3,7,4,7,7,0
54,25-54,Travel_Rarely,431,Engineering Services,7,4,Engineering,4,Female,68,3,2,Maintenance Engineer,4,Married,6854,15696,4,0,15,3,2,14,2,2,7,1,1,7,0
31,25-54,Travel_Frequently,1125,Business and Development Management,7,4,Marketing,1,Female,68,3,3,Strategic Planning Officer,1,Married,9637,8277,2,0,14,3,4,9,3,3,3,2,2,2,0
28,25-54,Travel_Rarely,1217,Engineering Services,1,3,Engineering,3,Female,67,3,1,Maintenance Engineer,1,Married,3591,12719,1,0,25,4,3,3,3,3,3,2,1,2,0
38,25-54,Travel_Rarely,723,Business and Development Management,2,4,Marketing,2,Female,77,1,2,Sales & Growth Analyst,4,Married,5405,4244,2,1,20,4,1,20,4,2,4,2,0,3,0
26,25-54,Travel_Rarely,572,Business and Development Management,10,3,Marketing,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,0,13,3,1,5,4,3,5,3,1,2,0
58,55-64,Travel_Frequently,1216,Engineering Services,15,4,Engineering,1,Male,87,3,4,Maintenance Engineer,3,Married,15787,21624,2,1,14,3,2,23,3,3,2,2,2,2,0
21,15-24,Non-Travel,1431,Engineering Services,14,3,Engineering,2,Female,33,3,1,Maintenance Engineer,3,Single,1514,8018,1,0,16,3,3,0,4,1,0,0,0,0,0
31,25-54,Travel_Rarely,359,Human Resources Management,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,0,17,3,3,2,4,3,1,0,0,0,1
29,25-54,Travel_Rarely,350,Human Resources Management,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,1,15,3,4,4,3,3,2,2,2,0,1
45,25-54,Non-Travel,589,Business and Development Management,2,4,Business Management,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,0,22,4,2,10,3,4,8,7,5,7,0
36,25-54,Travel_Rarely,430,Engineering Services,2,4,Engineering,4,Female,73,3,2,Maintenance Engineer,2,Married,6962,19573,4,1,22,4,4,15,2,3,1,0,0,0,0
